item_code,brand,item_name,expected_quantity,unit_cost
58848,MILTON,MILTON SS GALAXIA 3500 ML CASSEROLE,0,1101.59
58888,VIDIVI,VDV 65423 DIVA 2.4.6 LO 29CL TUMBLER SET,0,979.51
58933,BERGNER,BERGNER 31158 TRIPLY HITECH CASSEROLE 24*12CM,1,3977.505
58934,BERGNER,BERGNER 31157 TRIPLY HITECH CASSEROLE 20*10CM,2,3231.546667
58937,OMADA,OMADA 20689 VACCUM STAINLESS STEEL 450ML BOTTLE,0,525
58938,FABIO,FABIO 1431 SS CUP & SAUCER STAND,2,347.475
58939,FABIO,FABIO 1435 TABLE COASTER 6PCS SET,6,347.46
58940,FABIO,FABIO 1432 VEG CUTTING BOARD SMALL,0,167.43
58941,FABIO,FABIO 1433 VEG CUTTING BOARD MEDIUM,0,227.44
58942,FABIO,FABIO 1434 VEG CUTTING BOARD LARGE,0,287.45
58953,DUBBLIN,DUBBLIN STREAM BORO GLASS BOTTLE 1000ML,0,274.39
58954,DUBBLIN,DUBBLIN STREAM BORO GLASS BOTTLE 600ML,0,255.31
58955,DUBBLIN,DUBBLIN STREAM BORO GLASS BOTTLE 800ML,1,274.3775
58984,CELLO,CELLO H2O 1000ML PET BOTTLE,10,120.14
58996,SERVEWELL,SERVEWELL PERSIAN TRAY MEDIUM ASSO,4,209.16
58997,SERVEWELL,SERVEWELL PERSIAN TRAY LARGE ASSO,0,287.41
58998,N.M,N.M SS MEASURING CUP,0,95.2
58999,N.M,N.M SS MEASURING SPOON,0,28
59093,BERGNER,BERGNER 9950 CASSEROLE 28CM,1,3032.255
59094,BERGNER,BERGNER 9951 TRIPLY KADAI 32CM,1,2724.47
59107,BOROSIL,BOROSIL KLIP N STORE 240ML ROUND,0,122.5
59145,DUBBLIN,DUBBLIN BAMBOO BORO GLASS BOTTLE 800ML,0,321.51
59150,MILTON,MILTON SS WJ STEEL AIR TITE JAR 500ML,1,152.76
59156,DUBBLIN,DUBBLIN SHELL BORO GLASS BOTTLE 800ML,0,292.41
59175,FREELANCE,FRL 45*150CM GRIP LINER EVA METALLIC COLOURS,0,191.95
59177,FREELANCE,FRL 36*60CM DIAMOND BATH MAT,0,407.4
59178,FREELANCE,FRL 40*68CM DIAMOND BATH MAT,0,530.41
59181,CELLO,CELLO PURO JUG 1000ML,0,188.59
59189,BERGNER,BERGNER 31255 BELLIN PLUS FLAT TAWA 28CM,0,760.21
59195,CELLOOPAL,CELLO OPAL STELLA MUG 6PCS SET,0,290.29
59217,BOROSIL,BOROSIL BTO850WSS21 KRISPY SS POP UP TOASTER,0,1542.48
59219,BOROSIL,BOROSIL BKE1LSSB21 EVA SS KETTLE 1LITRE,0,1273.66
59225,MILTON,MILTON GS SS GALAXIA 3PCS SET(1/1.5/2.5),2,2339.645
59226,BOROSIL,BOROSIL BSM70NDS15 Z NEO SANDWICH MAKER,0,1465.67
59227,BOROSIL,BOROSIL BSM70NDG13 Z KRISPY GRILL NEO SANDWICH MAKER,1,1465.67
59229,BOROSIL,BOROSIL BCH20DBB21 Z CHEF DELITE 300W CHOPPER,0,1593.64
59230,FABIO,FABIO 1457 SS MEASURING CUP 4PCS SET,0,384.06
59256,DANKOTUWA,DW 4589/87 MENUNA PLATINUM 17PCS TEA SET,1,3809.99
59257,DANKOTUWA,DW 150-0221 MENUNA PLATINUM  SOUP BOWL WITH SPOON,0,522
59258,DANKOTUWA,DW 0699 MENUNA PLATINUM TEA CUP,0,210
59259,DANKOTUWA,DW 0686 MENUNA PLATINUM MUG,8,245.33
59314,PJ,PJ V3047 ALUMINIUM MOULD HEART LARGE,0,212.5
59319,PJ,PJ V3052 ALUMINIUM MOULD BUNDT CAKE 15,0,175
59477,PJ,PJ V3222 STEEL GRILL FISH,0,247.5
59478,PJ,PJ V3223 STEEL SKEWERS LARGE,0,97.5
59483,PJ,PJ V3229 STEEL BARBECUE TOOL SET,0,747.5
59502,PJ,PJ V3251 PLASTIC BASIN SOLID OVAL,0,450
59511,PJ,PJ V3263 GLASS OIL SPRAY BARREL,0,410.76
59540,N.M,N.M JUICER NO3,1,13.57
59541,N.M,N.M JUICER NO4,0,15.34
59544,N.M,N.M SS UTENSILS DOT BUCKET 2,0,78.4
59564,LARAH,LARAH PUDDING SET MINI 5PCS,0,357
59566,LARAH,LARAH SOUP BOWL 6PCS,0,293.31
59569,MILTON,MILTON SS STEEL AIR TITE JAR 1000ML,0,207.35
59587,RAJDEEP,RAJDEEP 3DOZ KHULLAR MUG,0,17.92
59589,RAJDEEP,RAJDEEP URKA JAR 3LB,0,188.16
59591,RAJDEEP,RAJDEEP URKA JAR 1-4LB,0,49.28
59620,MILTON,MILTON SL TI STEEL COMBI,0,416
59622,MILTON,MILTON SS VF GIST 800ML,0,707.2
59623,MILTON,MILTON SS VF ATLANTIS 400ML,3,464
59624,MILTON,MILTON SS VF ATLANTIS 900ML,2,712.795
59656,RCR,RCR 25021 DIAMANTE DOUBBLE OLD FASION TUMBLER 32.8CL,0,1523.17
59657,RCR,RCR 257660 MELODIA HIGH BALL TUMBLER 36CL,0,1590.08
59662,RCR,RCR 51526 ADAGIO DECANTER 75CL,0,2412.72
59672,MY BENTO,MY BENTO 0312-0034 SS PASSION SIPPER BOTTLE 310ML,7,188.185
59673,MY BENTO,MY BENTO 0212-0038 SS PASSION BOX 140ML,0,78.565
59674,MY BENTO,MY BENTO 0312-0033 SS PASSION TUMBLER WITH LID,1,171.2466667
59679,CELLOOPAL,CELLO OPAL IMPERIAL DESSERT 5PCS SET,0,314.72
59680,CELLOOPAL,CELLO OPAL IDLY VADA 7PCS SET,1,536.37
59682,CELLOOPAL,CELLO OPAL BREAKFAST 4PCS SET,0,276.25
59684,ANJALI,ANJALI CS01 SS CUTLERY STAND ROUND,0,120.01
59685,ANJALI,ANJALI CS02 SS CUTLERY STAND SQUARE,0,129.01
59686,ANJALI,ANJALI SC28 ROYAL CHEESE GRATER,0,60.29
59733,FACKELMAN,FKMN 5332281 ABS KITCHEN GAS LIGHTER,0,98.45
59753,DANKOTUWA,DW LASTING ROSE 14INCH RICE PLATTER,0,862.5
59758,ARCOROC,ARCOROC OPL LOONA PLATE 25CM,5,272.25
59761,ROXX,ROXX SHAZAM ROUND JAR 1000ML,0,81
59762,ROXX,ROXX HARMONY SQUARE JAR 250ML 2PCS SET,0,147
59763,ROXX,ROXX 3392 HARMONY SQUARE JAR 500ML 2PCS SET,0,177.01
59768,CELLOOPAL,CELLO OPAL IMP 35PCS DINNER SET WITH CASSEROLE,0,2697.3
59772,RSA,RSA MEDIPLAN WATER BOTTLE,0,90
59784,MILTON,MILTON I FRESH 200 TALL,0,37.8
59800,OCEAN,OCEAN LEXINGTON WHITE WINE 240ML,0,804.76
59802,ROXX,ROXX 3298 MAJESTIC FOOTED PLATTER 30CM,0,837.04
59803,FACKELMAN,FKMN 684455 MEASURING POT,0,301.95
59807,FACKELMAN,FKMN 5228181 SS UNIVERSAL GRATER,0,173.41
59824,CARTINI,CARTINI 7130 TIP CUT SCISSORS,0,127.995
59825,CARTINI,CARTINI 6274 KID CRAFT SCISSORS,11,55.8
59827,SERVEWELL,SERVEWELL STYLO MINI TRAY,0,81.52
59839,LUMINARC,LUMINARC H3670 BLACK DESSERT PLATE 190,0,247.5
59841,PJ,PJ CLOTH BAG MEDIUM,0,12.6
59893,WHITEGOLD,WHITE GOLD 11060 GLASS BOTTLE COLOR,0,139.785
59903,GOLD FISH,GOLD FISH B470-4 BOWL,0,19.16
59906,MAYFAIR,MAYFAIR HERITAGE KATORI 3INCH,0,20
59923,PROBOTT,PB 500-30 SS VACUUM FLASK SPRING 500ML,0,539.4
59946,CELLOOPAL,CELLO OPAL RICCA MUG 10CL  6PCS SET SMALL,0,207.78
59958,DANKOTUWA,DW MENUNA GOLD 21PCS DINNER SET,1,8429.995
59960,LUMINARC,LUMINARC N1308 ASCOT H/B 33CL TUMBLER SET,3,410.29
59998,FACKELMAN,FKMN 5567881 TRIPLY SAUCEPAN WITH SS  LID 14CM,0,1374.45
60000,FACKELMAN,FKMN 5568081 TRIPLY SAUCEPAN WITH SS LID 18CM,0,1449.5
60109,DUBBLIN,DUBBLIN ICE CUBE S.S FRIDGE BOTTLE 1000ML,0,256.85
60110,DUBBLIN,DUBBLIN ICE CUBE S.S FRIDGE BOTTLE 750ML,0,233.45
60111,DUBBLIN,DUBBLIN JEWEL SS BOTTLE 700ML,0,260.635
60112,DUBBLIN,DUBBLIN WATERFALL SS BOTTLE 1100ML,0,295.985
60113,DUBBLIN,DUBBLIN DOLLAR SS BOTTLE 750ML,0,245.155
60127,LARAH,LARAH 10CL CUP SET 6PCS SMALL,0,242.25
60136,SERVEWELL,SERVEWELL KIDS FRIES DIP BOWL,1,145.81
60137,SERVEWELL,SERVEWELL KIDS MAGGI BOWL W/HANDLE,0,136.21
60166,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-11 PTC11,0,56
60167,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-12 PTC12,0,64.96
60168,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-13 PTC13,0,73.92
60169,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-14 PTC14,1,79.52
60170,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-15 PTC15,0,91.84
60171,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-16 PTC16,1,95.2
60172,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-17 PTC17,2,107.52
60173,KISSAN,KISSAN SS PATTY TOPE COVER SIZE-18 PTC18,0,112
60183,KISSAN,KISSAN SS 22G MYSORE TOPE SIZE-16,2,364
60184,KISSAN,KISSAN SS 22G MYSORE TOPE SIZE-17,2,414.4
60185,KISSAN,KISSAN SS 22G MYSORE TOPE SIZE-18,1,464.8
60187,KISSAN,KISSAN SS EP PRESSES DABBA SIZE-10 FPD10,5,201.6
60188,KISSAN,KISSAN SS EP PRESSES DABBA SIZE-11 FPD11,2,221.2
60189,KISSAN,KISSAN SS EP PRESSES DABBA SIZE-12 FPD12,5,254.8
60190,KISSAN,KISSAN SS EP PRESSES DABBA SIZE-13 FPD13,7,347.2
60191,KISSAN,KISSAN SS EP PRESSES DABBA SIZE-14 FPD14,3,411.8
60193,KISSAN,KISSAN SS PENGUIN OIL POURER SIZE-2,1,352.8
60195,KISSAN,KISSAN SS PENGUIN OIL POURER SIZE-4,0,386.4
60201,KISSAN,KISSAN SS ROUND 5 IN 1 PLATE SIZE-1 RD51,2,242
60202,KISSAN,KISSAN SS ROUND 5 IN 1 PLATE SIZE-2 RD52,0,252.8
60203,KISSAN,KISSAN SS 26G ROUND BHOJAN PATRA SIZE-15,1,168
60208,KISSAN,KISSAN SS DYNASTY 3-1 PLATE SIZE-3,0,168
60209,KISSAN,KISSAN SS SQUARE 3-1 PLATE SIZE-1 SQ31,6,129.1
60210,KISSAN,KISSAN SS SQUARE 3-1 PLATE SIZE-2 SQ32,10,181.3
60211,KISSAN,KISSAN SS SQUARE 2-1 PLATE SQ21,0,115
60212,KISSAN,KISSAN SS ROYALE BUFFET PLATE SIZE-10 RBP10,2,95.2
60213,KISSAN,KISSAN SS ROYALE BUFFET PLATE SIZE-12 RBP12,3,140
60221,KISSAN,KISSAN SS SLEEK POORI DABBA SIZE3,0,140
60222,KISSAN,KISSAN SS BELLY PUTTU KUDAM SIZE BIG,0,459.2
60226,DANKOTUWA,DW VIENNA GOLD 14INCH OVAL PLATTER,0,2675.2
60238,N.M,N.M HARD ANODISED BABY KADAI W/H NO-1,0,148.5
60239,N.M,N.M HARD ANODISED BABY KADAI W/H NO-2,0,162
60240,N.M,N.M HARD ANODISED BABY KADAI W/H NO-3,0,183.6
60244,N.M,N.M ROYAL BABA SPOON NO-1,0,4.15
60245,N.M,N.M ROYAL BABA SPOON NO-2,0,4.15
60246,N.M,N.M ROYAL BABA SPOON NO-3,0,4.15
60253,AA,AA FLAIR REG PALLET KNIFE 8INCH,0,89.6
60260,AA,AA FLORA ALUM ICE CREAM SCOOP NO-1,0,84
60279,AA,AA IMP CORK SCREW  WITH WOODEN HANDLE,0,32
60286,BATHLA,BATHLA ADVANCE 3 STEPS LADDER,2,2504.665
60287,BATHLA,BATHLA ADVANCE 4 STEPS LADDER,1,3712.685
60288,BATHLA,BATHLA ADVANCE 5 STEPS LADDER,1,4373.11
60329,BERGNER,BERGNER BG-31161 TRIPLY HITECH TAWA 30INCH,0,2584.495
60330,BERGNER,BERGNER BG-31159 TRIPLY HITECH TAWA 28INCH,0,2485.0025
60346,RAJDEEP,RAJDEEP BUTTER POT,0,53.76
60385,STAHL,STAHL 4218 ARTISAN 18CM SAUCE PAN,1,1640.08
60390,STAHL,STAHL 4920 ARTISAN 20CM MULTI PAN,0,1740.01
60398,LARAH,LARAH MULTI KATORI BOWL 6PCS SET,0,227.5
60403,MILTON,MILTON KOOL ACTIVE WATER BOTTLE 900ML,0,118.4
60430,LARAH,LARAH SERVE N STORE 2PCS SET,0,129
60435,EKAM,EKAM 12OZ SEAZED JAR CANDLE,0,450
60452,DUBBLIN,DUBBLIN COOL BORO GLASS BOTTLE 1000ML,0,339.57
60460,MILTON,MILTON LUXURIA CASSEROLE 1500ML,0,1023.4
60461,MILTON,MILTON LUXURIA CASSEROLE 3500ML,2,1385.59
60468,ESTEEM MKD,ESTEEM MKD NAPKIN DOUBLE COLOR,0,58.5
60472,BERGNER,BERGNER 6100 SS CANISTER 350ML,3,230.88
60473,BERGNER,BERGNER 6101 SS CANISTER 450ML,1,279.04
60474,BERGNER,BERGNER 6102 SS CANISTER 550ML,1,289.83
60493,ESTEEM,ESTEEM V4008 QUADRO JUG,0,100
60512,ESTEEM,ESTEEM V4033 COFFEE MUG GRADIENT,0,132.75
60552,ESTEEM,ESTEEM V4082 SS BOTTLE BARREL L,0,206.25
60572,ESTEEM,ESTEEM 6126 ALU RND SPRING MOULD S,0,125.5833333
60573,ESTEEM,ESTEEM V4106 NS RND SPRING MOULD M,0,157.1533333
60574,ESTEEM,ESTEEM V4106 NS RND SPRING MOULD L,0,179.1866667
60672,ESTEEM,ESTEEM V4230 DIFFUSER POT POURRI,0,375
60674,ESTEEM,ESTEEM V4232 DIFFUSER POT POURRI,0,475
60710,CELLO,CELLO SNACKO PACK LUNCH BOX,0,182.03
60713,N.M,N.M 3MM TABLE RING ROUND 3,7,25.76
60714,N.M,N.M 4MM SQUARE TABLE RING 1,1,45.92
60715,N.M,N.M 4MM SQUARE TABLE RING 2,2,47.04
60716,N.M,N.M 4MM SQUARE TABLE RING 3,7,48.16
60718,N.M,N.M SHARPEDGE PREMIUM PEELING KNIFE,0,22.4
60726,N.M,N.M SS SCOOP 2*1,0,53.95
60727,N.M,N.M PIPE HANDLE WHISK 1,0,43.2
60728,N.M,N.M PIPE HANDLE WHISK 3,0,55
60742,N.M,N.M ALUMINIUM KADAI NO1,0,157.36
60748,MILTON,MILTON STEEL MEAL LUNCH BOX SMALL,0,303.98
60758,SERVEWELL,SERVEWELL PERSIAN COASTER W/O STAND 6PCS SET,0,189.01
60770,MAXINOX,MAXINOX DIP DIP OIL LADLE 03,0,56.83
60773,MAHEK,MAHEK FLARE LADLE 07,0,104.99
60774,MAHEK,MAHEK FLARE LADLE 08,0,141.59
60783,MAHEK,MAHEK RICE SPOON 03,0,69.35
60784,MAHEK,MAHEK RICE SPOON 04,1,78.98
60800,VINOD,VINOD MAGNUM WATER PITCHER,1,1000.16
60807,BERGNER,BERGNER 31256 BELLIN PLUS FLAT TAWA 30CM,1,817.695
60812,VINOD,VINOD MULTI KADAI 26CM,2,2311.995
60817,MAHEK,MAHEK A MODEL SOBER DESSERT KNIFE 6PCS SET,0,173.25
60818,MAHEK,MAHEK TUNA DESSERT KNIFE 6PCS SET,0,180
60839,MAXINOX,MAXINOX SPATULA OR PALLETE KNIFE 30CM,3,118.7866667
60900,CELLO,CELLO FUSION MUG 100,0,34.77
60903,MAHEK,MAHEK VEGA DESSERT KNIFE 6PCS SET,0,172.8
60930,MEYER,MEYER 70336 SS SELECT KADAI/WOK 26CM,0,2461.09
60931,MEYER,MEYER 70337 SS SELECT 2.8L SAUTE PAN 24CM,2,2690.816667
60934,VINOD,VINOD KADAI 30CM IND W/LID,0,1295.99
60936,LARAH,LARAH OPAL MIXING BOWL 500ML,0,169.81
60938,LARAH,LARAH OPAL MIXING BOWL 1000ML,0,204.87
60946,DURALEX,DURALEX 2026AF LYS CLEAR STACKABLE BOWL 17CM,0,151.81
60957,ROXX,ROXX 2133 MIXING BOWL 1.5LIT,0,290.985
60958,ROXX,ROXX 2134 MIXING BOWL 2LIT,0,350.95
60959,ROXX,ROXX 2143 RECTANGLE DISH 1.8L,0,464.93
60960,ROXX,ROXX 2142 RECTANGLE DISH 1L,0,296.96
60965,CELLOOPAL,CELLO OPAL DAZZLE SOUP SET 12PCS,0,457.74
60978,HOMECARE,HOMECARE MC-11 MINI ONION CHOPPER,0,234.01
60988,BEAUTEX,BEAUTEX TISSUE SOFT PACK,4,120.25
61000,SOOGO,SOOGO S/H CUP N SAUCER SET,0,310
61004,CELLO,CELLO PETAL BASIN 14 CLEAR/HD,0,126.82
61008,VINOD,VINOD BREMEN SAUCEPOT 14CM,1,378
61029,CELLOOPAL,CELLO OPAL ROYAL 6PCS DINNER PLATE,0,485.845
61031,GLUMAN,GLUMAN CLARO BOTTLE 1200ML,0,101.41
61039,BOROSIL,BOROSIL BKE15LSSB23 RIO 1.5L KETTLE,0,720.12
61054,OCEAN,OCEAN CHARISMA HI BALL 415ML 6PCS SET,0,506.24
61058,DANKOTUWA,DW 4589/87 WHITE WARE 12PCS TEA SET,2,1384.08
61059,DANKOTUWA,DW 4587 WHITE WARE TEA SAUCER,0,69.07
61060,MILTON,MILTON MELAMINE COMFY MATTE TRAY XL,0,410.05
61061,MILTON,MILTON MELAMINE COMFY MATTE TRAY LARGE,0,312.7
61062,MILTON,MILTON MELAMINE COMFY MATTE TRAY MEDIUM,0,215.35
61066,DANKOTUWA,DW GOLDEN PLATINUM 21PCS DINNER SET,0,14879.98
61067,DANKOTUWA,DW 4589/87 GOLDEN PLATINUM 12PCS TEA SET,2,4122.995
61075,CELLOOPAL,CELLO OPAL ROYALE SOUP BOWL 112MM PLAINWARE,0,333.462
61084,MEYER,MEYER 70338 SS 0.9L MILK PAN 14CM,2,1208.87
61117,SERVEWELL,SERVEWELL PERSIAN TRAY EX LARGE ASSO,0,420.42
61118,SERVEWELL,SERVEWELL PERSIAN TRAY SMALL ASSO,0,127.21
61119,SERVEWELL,SERVEWELL HANDY TRAY LARGE,5,389.3066667
61120,SERVEWELL,SERVEWELL HANDY TRAY MEDIUM ASSO,3,298.1166667
61121,SERVEWELL,SERVEWELL HANDY TRAY SMALL ASSO,5,191.5225
61122,SERVEWELL,SERVEWELL HANDY TRAY MINI ASSO,0,132.66
61123,SERVEWELL,SERVEWELL OSAKA TRAY EX LARGE,1,324.595
61133,DUBBLIN,DUBBLIN REGENT VACCUM SS GIFT SET,0,757.045
61156,DANKOTUWA,DW WHITE WARE SOUP BOWL,2,201.45
61184,ESTEEM,ESTEEM V5049 CERAMIC VASE QUADRANT,0,259.6
61185,ESTEEM,ESTEEM V5050 CERAMIC VASE QUADRANT TRI,0,259.6
61186,ESTEEM,ESTEEM V5051 CERAMIC VASE QUADRANT TAPER,0,259.6
61188,ESTEEM,ESTEEM V5053 CERAMIC VASE CYLINDER L,0,479.6
61240,ESTEEM,ESTEEM V5119 CERAMIC MUG,0,59.6
61248,ESTEEM,ESTEEM V5127 STEEL SCOURER 40G,0,20.72
61268,ESTEEM,ESTEEM V5150 ORGANIZER L,0,399.495
61270,ESTEEM,ESTEEM V5150 ORGANIZER S,0,249.5
61273,ESTEEM,ESTEEM V5158 GLASS JUG CURVY,0,119.6
61279,ESTEEM,ESTEEM V5169 CERAMIC MUG DIAMOND,0,104.6
61281,ESTEEM,ESTEEM V5171 CERAMIC MUG SOLID,0,82.88
61336,ESTEEM,ESTEEM V7002 ROUND JAR WITH LID,0,89.68
61357,NACHTMANN,NACHTMANN 102082 JULES 30.5CL TUMBLERS 6PCS SET,0,2844.59
61359,NACHTMANN,NACHTMANN 101977 JULES PITCHER JUG 1.13LIT,0,2673.57
61371,NACHTMANN,NACHTMANN 92953 PALAIS TAPER CHAMP GOBLET 6PCS SET,1,3239.26
61378,NACHTMANN,NACHTMANN 102782 LINES WHISKY TUMBLER 6PCS SET,0,2844.59
61383,NACHTMANN,NACHTMANN 102778 RAINDROPS WHISKY GLASS 6PCS SET,0,2844.59
61384,NACHTMANN,NACHTMANN 102781 VILLAGE WHISKY TUMBLER 6PCS SET,0,2845.18
61396,CELLOOPAL,CELLO OPAL IMPERIAL 13PCS DINNER SET,0,1039.505
61398,PROBOTT,PB 500-40 SS VACUUM FLASK STYLO 500ML,0,419.4
61404,SHRI & SAM,SHRI & SAM JFC1212 430 HAMMERED SAUCE PATILA 16CM,0,871.455
61405,SHRI & SAM,SHRI & SAM JFC-1212 430 HAMMERED SAUCE PATILA 18CM,0,934.45
61406,SHRI & SAM,SHRI & SAM JFC-1212 430 HAMMERED SAUCE PATILA 22CM,0,1297.4
61407,SHRI & SAM,SHRI & SAM JHC-1216 430 HAMMERED SAUCE PAN 12CM,4,507.93
61408,SHRI & SAM,SHRI & SAM JHC-1216 430 HAMMERED SAUCE PAN 14CM,4,597.915
61409,SHRI & SAM,SHRI & SAM JHC-1216 430 HAMMERED SAUCE PAN 16CM,3,802.0866667
61410,SHRI & SAM,SHRI & SAM JHC-1216 430 HAMMERED SAUCE PAN 18CM,4,816.955
61411,SHRI & SAM,SHRI & SAM JHC-1216 430 HAMMERED KADHAI28CM,0,1868.4
61423,CELLO,CELLO FLIP STYLE 350ML SS FLASK,0,454.55
61426,LARAH,LARAH SERVE N STORE 4PCS SET,0,252
61428,WHITEGOLD,WHITE GOLD 21125 BEVERAGE DISPENSER WITH LADLE,0,1522.2
61429,VAYA,VAYA BAGMAT,0,569.99
61432,KISSAN,KISSAN SS SONATA IDLY POT 21 IDLY,0,1167.5
61437,SHRI & SAM,SHRI & SAM JHC-1216 430  HAMMERED KADAI 24CM,0,1430.7
61438,SHRI & SAM,SHRI & SAM JHC-1216 430 HAMMERED  KADAI 32CM,0,2376.2
61439,KISSAN,KISSAN SS SPENCER VATI SIZE 3 SPV3,0,54.32
61440,KISSAN,KISSAN SS SPENCER VATI SIZE 4 SPV4,0,65.52
61441,KISSAN,KISSAN SS SPENCER VATI SIZE 5 SPV5,5,75.55
61442,DANKOTUWA,DW NEW SHAKIRA PLATINUM TEA CUP,0,210
61450,CELLOOPAL,CELLO OPAL ROYALE MIXING BOWL 2PCS SET WITH LID,0,390.875
61453,CELLOOPAL,CELLO OPAL QUICK BITE 8PCS SET,0,504.18
61454,DUBBLIN,DUBBLIN SWEETIE SS BOTTLE 200ML,0,391.55
61466,WEBER,WEBER 6606 KABOB SKEWER SET WO,0,2471.28
61468,KISSAN,KISSAN SS TORA DOUBLE DECKER SIZE 2,0,168
61485,PINNACLE,PINNACLE PALOMA MATT MICROWAVE SAFE 1000ML,0,318.6
61501,MY BENTO,MY BENTO 136362-C583 SS EXECUTIVE MAX  1400ML,0,516.88
61502,BP,BP GEORGIAN PLATE 11INCH,8,260.37
61503,BP,BP GEORGIAN PLATE 7INCH,2,105.92
61504,BP,BP URMI PLATE 11INCH,9,367.1466667
61505,BP,BP URMI PLATE 7INCH,11,133.985
61506,BP,BP H/W CUP BIG,9,70.42333333
61507,BP,BP H/W SAUCER BIG,33,77.55
61508,BP,BP HRB CUP,10,108.11
61509,BP,BP HR SAUCER BIG,10,107.2433333
61510,BP,BP GEROGION SOUP BOWL,13,137.8
61511,BP,BP CURRY BOWL 4INCH,13,163.3175
61512,BP,BP CURRY BOWL 6INCH,5,207.485
61513,BP,BP CURRY BOWL 7INCH,8,484.9033333
61514,BP,BP CURRY BOWL 8INCH,8,468.29
61515,BP,BP RAMKIN BOWL SMALL,12,82.145
61516,BP,BP RAMKIN BOWL MEDIUM,9,83.62333333
61517,BP,BP RAMKIN BOWL BIG,6,84.02666667
61518,BP,BP SOUP SPOON NEW,20,71.915
61519,BP,BP H/W SALT & PEPPER,7,156.31
61520,BP,BP ICE CREAM CUP,4,168.67
61522,BP,BP PLATINA CUP SAUCER,2,886.5575
61528,BP,BP 300-400 CARPET MILK MUG,12,129.395
61530,BP,BP COFFEE MUG DREAM,0,450.75
61531,BP,BP COFFEE MUG EMBOSS GL SMALL,1,387.5133333
61552,DANKOTUWA,DW WHITE WARE B&B PLATE,0,132.485
61557,N.M,N.M MAZDA SS KHAMANI DABBI W/GRATER SMALL,0,121.5
61558,N.M,N.M MAZDA SS KHAMANI DABBI W/GRATER MEDIUM,0,159.3
61559,N.M,N.M MAZDA SS KHAMANI DABBI W/GRATER LARGE,0,175.5
61560,N.M,N.M METAL STRAW SET,0,42.75
61561,N.M,N.M SS FLOWER SINK STRAINER,0,72.8
61562,N.M,N.M STEEL WIRE SPOON STAND SMALL,4,58.53333333
61563,N.M,N.M STEEL WIRE SPOON STAND MEDIUM,1,65.73333333
61564,N.M,N.M STEEL WIRE SPOON STAND LARGE,0,80.6
61575,N.M,N.M SS URAL NEW 5,0,392
61590,N.M,N.M SS UTENSILS DOT BUCKET NO1,0,67.2
61592,ELEPHANT,ELEPHANT DISH COVER NO10,0,270
61597,BERGNER,BERGNER BG-9700 ARENT ELE SS PRE COOKER 1.5LIT,1,2031.89
61598,BERGNER,BERGNER BG-9701 ARENT ELE SS PRE COOKER 2.5LIT,1,2195.815
61599,BERGNER,BERGNER BG-9702 ARENT ELE SS PRE COOKER 3.5LIT,1,2456.11
61600,BERGNER,BERGNER BG-9703 ARENT ELE SS PRE COOKER 5.5LIT,1,2865.63
61612,LARAH,LARAH 18PCS SOUP SET,0,876.85
61614,BP,BP DIRECTOR COFFEE MUG D/COLOUR,0,452.69
61615,CELLOOPAL,CELLO OPAL ROYALE MIXING BOWL 2PCS SET W/L 500ML SMALL,4,223.49
61616,CELLOOPAL,CELLO OPAL ROYALE MIXING BOWL 1PC WITH LID 175MM,0,219.9675
61619,CELLOOPAL,CELLO OPAL ROYALE MIXING BOWL 1PC WITH LID 1.5L,0,307.82
61621,CELLOOPAL,CELLO OPAL ROYAL BUFFET PLATE 12 PLAINWARE INDV,0,119.4733333
61623,MY BENTO,MY BENTO 0218-0065 SS PRIORITY 110-2.5H PLUS 255ML,5,110.84
61624,MY BENTO,MY BENTO 0218-0066 SS PRIORITY 110-3.5H PLUS 355ML,2,118.15
61625,MY BENTO,MY BENTO 0218-0067 SS PRIORITY 110-4.5H PLUS 455ML,5,124.85
61626,MY BENTO,MY BENTO 0218-0068 SS PRIORITY 110-5.5H PLUS 555ML,4,134.59
61627,MY BENTO,MY BENTO 0218-0062 PACT 110-SS2.6H 260ML,0,151.1066667
61628,MY BENTO,MY BENTO 0218-0063 PACT 110-SS4.0H 400ML,0,166.9366667
61629,MY BENTO,MY BENTO 0218-0064 PACT 110-SS2.6H 600ML,1,205.1266667
61630,MY BENTO,MY BENTO 0212-0040 PASSION 870ML,0,221.6233333
61631,MY BENTO,MY BENTO 0212-0058 SS PRIDE 110-2.5H 255ML,4,86.08666667
61632,MY BENTO,MY BENTO 0212-0060 SS PRIDE 110-4.5H PLUS 455ML,3,105.97
61633,MY BENTO,MY BENTO 0212-0061 SS PRIDE 110-5.5H 555ML,5,115.715
61636,MILTON,MILTON SS VF BEVERAGE DISPENSER 4500ML,1,3098.685
61638,BP,BP EMBOSSE COFFEE MUG MEDIUM,2,425.758
61641,DANKOTUWA,DW 0511 SHAKIRA GOLD SALAD PLATE,0,299.99
61643,DANKOTUWA,DW 0699 SHAMARI SILVER MIX TEA CUP,0,210
